product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
93317,https://www.glamira.dk/ringe-til-kvinder-classic-style-7-mm.html?fbclid=IwAR23oTet5Ov1H8EXwC0-EqM5jFI5CUts9OEVDW6qN3lgoaUfHZ_rEeK_NzY&alloy=yellow-375,True,False,2026-04-25T06:28:19.076881,Ringe til kvinder Classic Style 7 mm,GWD16310,10304.000000,wedding_ring,women,simple,classic,DKK,10
93318,https://www.glamira.de/damenring-classic-meaning.html?alloy=white-silber,True,False,2026-04-25T06:28:19.475418,Damen trauring Classic Meaning,GWD18780,986.000000,wedding_ring,women,simple,classic,EUR,10
93319,https://www.glamira.ae/womens-ring-classic-meaning-7mm.html?alloy=white-silber&stone=diamond-Brillant&itm_source=recommendation&itm_medium=detail,True,False,2026-04-25T06:28:16.827783,Women's ring Classic Meaning 7mm,GWD18790,6235.000000,wedding_ring,women,simple,classic,AED,10
93320,https://www.glamira.hr/classic-style-9-mm.html?alloy=white-375&alloy=white-375,True,False,2026-04-25T06:28:19.382853,Classic Style 9 mm,GWD16340,3539.000000,wedding_ring,False,product_set,classic,EUR,10
93321,https://www.glamira.pt/anel-femininos-classic-style-8-mm.html?fbclid=IwAR1dPQm8wQUUphqpdMk_5D6y76xKysxv1TRJ8mJ9W5f3FYtvhllHvFa9HtI&alloy=red-750,True,False,2026-04-25T06:28:18.660201,Anel Femininos Classic Style 8 mm,GWD16330,1515.000000,wedding_ring,women,simple,classic,EUR,10
93322,https://www.glamira.es/anillo-de-mujer-classic-style-9-mm.html?fbclid=IwAR3UhL7NSfDFkpbSUiFgAog0sKRiv2p5eiGQRENoQFlFMf__DfxWugklsd4&alloy=red-375,True,False,2026-04-25T06:28:13.611000,Anillo de mujer Classic Style 9 mm,GWD16350,1680.000000,wedding_ring,women,simple,classic,EUR,10
93323,https://www.glamira.de/damenring-classic-meaning-8mm.html?alloy=red-375,True,False,2026-04-25T06:28:18.302385,Damenring Classic Meaning 8mm,GWD18800,1464.000000,wedding_ring,women,simple,classic,EUR,10
93324,https://www.glamira.ch/fr/bagues-femmes-classic-meaning-9mm.html?alloy=yellow-750,True,False,2026-04-25T06:28:20.535420,Bague pour femmes Classic Meaning 9mm,GWD18810,1516.000000,wedding_ring,women,simple,classic,CHF,10
93325,https://www.glamira.lt/classic-meaning-2mm.html?alloy=white-585&stone=diamond-Brillant&fbclid=IwAR2DiEcjQ0NOWKvZyj1cw4Otk8itxvr76QD9yu6KC0xQypLe6KCT18pWHWk,True,False,2026-04-25T06:28:23.850441,Classic Meaning 2mm,GWD18820,677.000000,wedding_ring,False,product_set,classic,EUR,10
93326,https://www.glamira.si/classic-meaning-3mm.html?stone=diamond-Zirconia&fbclid=IwAR01RBPxcp2ozVqie3D5yjbkOer8UNHGD5mPTaKgAvdO-dPxx1l3TAHVyiA&alloy=white-375,True,False,2026-04-25T06:28:28.073279,Classic Meaning 3mm,GWD18830,994.000000,wedding_ring,False,product_set,classic,EUR,10
93327,https://www.glamira.at/classic-meaning-4mm.html?alloy=white-palladium&stone=diamond-Zirconia,True,False,2026-04-25T06:28:29.369882,Ehering Classic Meaning 4mm,GWD18840,1300.000000,wedding_ring,False,product_set,classic,EUR,10
93328,https://www.glamira.de/classic-meaning-5mm.html?stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1w2C5I_InZ_rV7atrVNCgdbIejeK_Prd0NK_so_g3g_P6iPdZZHf5tAV8&alloy=yellow-585,True,False,2026-04-25T06:28:29.076615,Trauring Classic Meaning 5mm,GWD18850,1781.000000,wedding_ring,False,product_set,classic,EUR,10
93329,https://www.glamira.de/checkout/cart/configure/id/2054891/?alloy=white-585,True,True,2026-04-25T06:28:43.263737,Wedding Ring Classic Meaning,GWD18860,2835.000000,wedding_ring,False,product_set,classic,USD,10
93331,https://www.glamira.com.ar/classic-meaning-7mm.html?fbclid=IwAR2XtOAz07hOUrF0WW3hA-BdT3oROYmyTQ2LdGnW9rym3g84W6FXiEdX5vA&alloy=red-750,True,False,2026-04-25T06:28:33.854943,Classic Meaning 7mm,GWD18870,5062673.000000,wedding_ring,False,product_set,classic,ARS,10
93332,https://www.glamira.com.tr/classic-meaning-8mm.html?alloy=red-750&fbclid=IwAR0AR4r77pm3_OpETjzv1P05VjHz2cC9NZ--OyosBOpu0V5SqcsJ2BkKzc4,True,False,2026-04-25T06:28:32.364228,Classic Meaning 8mm,GWD18880,149693.000000,wedding_ring,False,product_set,classic,TRY,20
