product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
110752,https://www.glamira.hr/glamira-bangle-ellen-16-cm.html?fbclid=IwAR1K_JuJSXGC4YsZceRX-QqdVbyD6w__X0Bdab8DDi3Jkyl7owjNLKCnV2o,True,False,2026-04-25T03:58:43.940694,GLAMIRA Narukvica Ellen 16 cm,TK-11-BR-16,1797.000000,bracelet,women,simple,tennis_bracelet,EUR,10
110753,https://www.glamira.co.uk/glamira-bangle-ellen-20-cm.html?itm_source=recommendation&itm_medium=sorting&diamond=blackdiamond&alloy=yellow-375,True,False,2026-04-25T03:58:47.769514,GLAMIRA Bracelet Ellen 20 cm,TK-11-BR-20,1967.000000,bracelet,women,simple,tennis_bracelet,GBP,10
110754,https://www.glamira.hr/glamira-bangle-werra-16-cm.html?fbclid=IwAR3_HE-ClEFX-ngDVzm5nrGftDSxc2IkbphGUwKy_iE5ET4Ti0PunmBEvhk,True,False,2026-04-25T03:58:44.775809,GLAMIRA Narukvica Werra 16 cm,TK-5-BR-16,2015.000000,bracelet,women,simple,tennis_bracelet,EUR,10
110755,https://www.glamira.it/glamira-bangle-werra-20-cm.html?fbclid=IwAR08wDU0dfSHOeRZajDSXQAWQoGiafZwEujF2z0JuA2TpSuCHfXO8oVi2p8,True,False,2026-04-25T03:58:50.187505,GLAMIRA Bracciale Werra 20 cm,TK-5-BR-20,2487.000000,bracelet,women,simple,tennis_bracelet,EUR,10
110756,https://www.glamira.es/glamira-bangle-ely-16-cm.html?fbclid=IwAR0uVzWM23HrNdiLRiTuv5xcBvTB6HUbY8g8DROXyjD7eSTaN2NdADWTxwQ,True,False,2026-04-25T03:58:47.897015,GLAMIRA Pulsera Ely 16 cm,TK-2-BR-16,1697.000000,bracelet,women,simple,tennis_bracelet,EUR,10
110757,https://www.glamira.se/glamira-bangle-ely-20-cm.html?fbclid=IwAR3CDZYXe-gpL127qzGpfPkUhCmRed5HQ1ltqjPfJuFowaucu5GssvirrlY,True,False,2026-04-25T03:58:49.238737,GLAMIRA Armband Ely 20 cm,TK-2-BR-20,23753.000000,bracelet,women,simple,tennis_bracelet,SEK,10
110758,https://test.glamira.de/glgb/confident-ivy-10-mm.html?alloy=white-585,True,True,2026-04-25T03:58:51.142330,GLAMIRA Bracelet Vils 16 cm,TK-3-BR-16,2881.000000,bracelet,women,simple,tennis_bracelet,USD,10
110759,https://test.glamira.de/glgb/herrenring-confident-joy-8-mm.html?alloy=white-375,True,True,2026-04-25T03:58:51.989268,GLAMIRA Bracelet Vils 20 cm,TK-3-BR-20,3562.000000,bracelet,women,simple,tennis_bracelet,USD,10
110760,https://www.glamira.co.uk/glamira-bangle-thelasar-16-cm.html?fbclid=IwAR3iplYY_8YKhNArwwldyXZejxdl-ZnjlMQmnMC-Dp-kSHzKAKaKmw78emw,True,False,2026-04-25T03:58:56.462434,GLAMIRA Bracelet Thelasar 16 cm,TK-19-BR-16,1590.000000,bracelet,women,simple,tennis_bracelet,GBP,10
110761,https://www.glamira.it/glamira-bangle-thelasar-20-cm.html?fbclid=IwAR2KaKmLW7EYYxHtjFowS1e-XJ62gPJnbkcTKJDBJaMGAExhkK2Gq7wOuHQ,True,False,2026-04-25T03:58:58.183535,GLAMIRA Bracciale Thelasar 20 cm,TK-19-BR-20,2222.000000,bracelet,women,simple,tennis_bracelet,EUR,10
110762,https://www.glamira.no/glamira-bangle-thames-16-cm.html?fbclid=IwAR0CNtdaFQxCLCOzYvctH93QX4gWPj65nWCYJ1rv0_qM_4sA6T1gmQMzztg,True,False,2026-04-25T03:59:00.795138,GLAMIRA Armbånd Thames 16 cm,TK-15-BR-16,24603.000000,bracelet,women,simple,tennis_bracelet,NOK,10
110763,https://www.glamira.hu/glamira-bangle-thames-20-cm.html?fbclid=IwAR1guUOYVeE40a2NLX9dQ-NZpml1qf07g8iMjuVjOb6yrBPVybhP1K4bcYg,True,False,2026-04-25T03:59:02.273420,GLAMIRA Karkötő Thames 20 cm,TK-15-BR-20,1005017.000000,bracelet,women,simple,tennis_bracelet,HUF,10
110764,https://www.glamira.hr/glamira-bangle-kiowa-16-cm.html?fbclid=IwAR3Aw_8ZHlDISMlalSQTnfGzNabFLN5NZq5OjCMrJRhUlM2iMT8fxhlDkj8,True,False,2026-04-25T03:59:01.778817,GLAMIRA Narukvica Kiowa 16 cm,TK-14-BR-16,1655.000000,bracelet,women,simple,tennis_bracelet,EUR,10
