product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
108581,https://www.glamira.com.gt/glamira-pendant-marfery.html?alloy=white-silber&stone2=diamond-sapphire&diamond=rhodolite-cabochon,True,False,2026-04-25T02:58:52.346112,Colgante de Mujer Marfery,marfery,5393.000000,necklace,women,simple,cabochon,GTQ,10
108582,https://www.glamira.ca/glamira-pendant-marguita.html?alloy=white-585&diamond=rose-quartz-cabochon&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky&fbclid=IwAR1IrbOdN0gSKEw-kkcu7daqZ22KcgvDQbtiM2i9RRwjoTipnqwkt7zuI_Q,True,False,2026-04-25T02:58:48.657217,Women's Pendant Marguita,marguita,872.000000,necklace,women,simple,cabochon,CAD,10
108583,https://www.glamira.de/glamira-pendant-marifer.html?alloy=white-silber&diamond=peridot-cabochon,True,False,2026-04-25T02:58:43.967230,Damen anhänger Marifer,marifer,284.000000,necklace,women,simple,cabochon,EUR,10
108584,https://www.glamira.in/glamira-pendant-maryam.html?fbclid=IwAR0J-5UmABgVFygEUYBRFQ2lxChcZsOzF4xoDildMoY3T7naTFf7ka41Wqo,True,False,2026-04-25T02:58:54.840458,Women's Pendant Maryam,maryam,38858.000000,necklace,women,simple,cabochon,INR,10
108585,https://www.glamira.com.tr/glamira-pendant-mirelys.html?diamond=londonbluetopaz-cabochon&alloy=white-417&fbclid=IwAR3ZvmOktU2A6vuQCgT_Vufy4v_wzOK4VJ6YhF3y2GuGBfSUIzDRmkzBYIg,True,True,2026-04-25T02:58:56.231267,GLAMIRA Pendant Mirelys,mirelys,668.000000,necklace,women,simple,cabochon,USD,10
108586,https://www.glamira.com.gt/glamira-pendant-mirja.html?itm_source=recommendation&itm_medium=smartsearch&diamond=sapphire-cabochon&alloy=white-585,True,False,2026-04-25T02:58:51.317676,Colgante de Mujer Mirja,mirja,4969.000000,necklace,women,simple,cabochon,GTQ,10
108587,https://www.glamira.ch/glamira-pendant-mithulia.html?stone3=diamond-Swarovsky&fbclid=IwAR2V-8NQifVjFrY1YTaMXmx4rDhX3rpvewsZVsl9bk3XXYm5n2XOwFG27fM,True,False,2026-04-25T02:58:45.191497,Damen halskette Mithulia,mithulia,393.000000,necklace,women,simple,cabochon,CHF,10
108588,https://www.glamira.com.mx/glamira-pendant-moira.html?fbclid=IwAR22aEf0CuqrD8R3R7RHj-R-OOL-AJzGgcImVWDrzKcjC8mq-Wzrq_ZvAJs,True,False,2026-04-25T02:58:50.255524,Colgante de Mujer Moira,moira,8410.000000,necklace,women,simple,cabochon,MXN,10
108589,https://www.glamira.com.gt/glamira-pendant-mya.html?alloy=white-silber&diamond=sapphire-cabochon&stone2=diamond-sapphire,True,False,2026-04-25T02:58:57.184362,Colgante de Mujer Mya,mya,4407.000000,necklace,women,simple,cabochon,GTQ,10
108590,https://www.glamira.bg/glamira-pendant-nabby.html?stone3=diamond-Swarovsky&fbclid=IwAR2etdSozq57xdgYZ_ALgjqboOhLTiceATWgJROeU1KQRWTCphGu_xyYCSc,True,False,2026-04-25T02:58:59.355064,Дамска висулка Nabby,nabby,452.000000,necklace,women,simple,cabochon,EUR,10
108591,https://www.glamira.at/checkout/cart/configure/id/2243494/,True,True,2026-04-25T02:59:11.360988,GLAMIRA Pendant Nantale,nantale,307.000000,necklace,women,simple,cabochon,USD,10
108592,https://www.glamira.com.tr/glamira-pendant-naribella.html?fbclid=IwAR3xbtVF1z69f6g6QWGCrOS77X88ZTd6aYK4uD2Jl9324gV1obE1J9AWLyE,True,True,2026-04-25T02:59:10.766828,GLAMIRA Pendant Naribella,naribella,721.000000,necklace,women,simple,cabochon,USD,10
108593,https://www.glamira.com/glamira-pendant-nastya.html?stone2=diamond-Swarovsky&alloy=white-585&diamond=rose-quartz-cabochon&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion,True,False,2026-04-25T02:59:03.141329,GLAMIRA Pendant Nastya,nastya,593.000000,necklace,women,simple,cabochon,USD,10
108594,https://www.glamira.lt/glamira-pendant-nelly.html?fbclid=IwAR1BHQZRLUQR9UHIq0PnTScEvjYdAg30pyQRqnNGQ5IUKeTigvLvmNFZptw,True,False,2026-04-25T02:59:02.995866,Moteriškas pakabukas Nelly,nelly,418.000000,necklace,women,simple,cabochon,EUR,10
108595,https://www.glamira.pt/glamira-pendant-nihada.html?fbclid=IwAR3CB-c4wRMbu4fpD9wgspgiGO7WOE1aku7Kg-qzsIb0yM-iMM1Zspn_hxU,True,False,2026-04-25T02:59:09.786724,Pingente Feminino Nihada,nihada,396.000000,necklace,women,simple,cabochon,EUR,10
108596,https://www.glamira.in/glamira-pendant-primalia.html?alloy=white-585&diamond=rose-quartz-cabochon&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky,True,False,2026-04-25T02:59:11.508886,Women's Pendant Primalia,primalia,43059.000000,necklace,women,simple,cabochon,INR,10
108665,https://www.glamira.de/glamira-ring-ersilia-0.5-crt.html?alloy=yellow-585&diamond=diamond-sapphire,True,False,2026-04-25T03:00:41.846606,Verlobungsring Ersilia 0.5 crt,Ersilia05,562.000000,ring,women,simple,"6260,5171",EUR,10
