product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
100000,https://www.glamira.se/checkout/cart/configure/id/2248857/?alloy=white-585&diamond=emerald,True,True,2026-04-24T22:52:03.819022,Engagement Ring Lucetta,Ophelia-Ring,1758.000000,ring,women,simple,vintage,USD,10
100001,https://www.glamira.ro/glamira-ring-orva.html?alloy=white-585&stone2=diamond-sapphire&itm_source=recommendation&itm_medium=sorting&diamond=diamond-Brillant,True,False,2026-04-24T22:51:44.064387,Inel de Logodnă Orva,ORVA,6472.000000,ring,women,simple,halo,RON,10
100002,https://www.glamira.fr/glamira-ring-palmier.html?diamond=diamond-Swarovsky&stone2=diamond-sapphire&stone3=diamond-Swarovsky&alloy=yellow-585,True,False,2026-04-24T22:51:50.313169,Bague de fiançailles Palmier,PALMIER,832.000000,ring,women,simple,halo,EUR,10
100003,https://www.glamira.se/glamira-ring-pemangile.html?alloy=red-585&diamond=diamond-Swarovsky&stone2=diamond-sapphire&stone3=diamond-Swarovsky,True,False,2026-04-24T22:51:48.775078,Förlovningsring Pemangile,pemangile,13865.000000,ring,women,simple,halo,SEK,10
100004,https://www.glamira.fr/glamira-ring-pieretta.html?stone2=diamond-sapphire&itm_source=recommendation&itm_medium=smartsearch&alloy=white-585&diamond=diamond-Swarovsky&fbclid=IwAR3Z2AGKsAi-XcW44zg9D9HpOvd861U7ptkG1WW_UUl_4XCpX-M1VG5PAvM,True,False,2026-04-24T22:51:53.891242,Bague de fiançailles Pieretta,Pieretta,1127.000000,ring,women,simple,halo,EUR,10
100005,https://www.glamira.com.au/glamira-ring-pravin.html?stone2=diamond-Brillant&diamond=bluediamond&alloy=yellow_white-585,True,False,2026-04-24T22:51:53.301821,Engagement Ring Pravin,PRAVIN,2188.000000,ring,women,simple,exclusive,AUD,10
100006,https://www.glamira.at/glamira-ring-prunella.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2oUqFb9AlJywrn_Tv_zYgdZIyBII6vhHM15FmVJP4h4sh2bFHwj8Gc-7U,True,False,2026-04-24T22:51:49.652285,Verlobungsringe Prunella,PRUNELLA,1204.000000,ring,women,simple,halo,EUR,10
100007,https://www.glamira.com.au/glamira-ring-purnima.html?stone3=diamond-Swarovsky&fbclid=IwAR03XR3xqlVaulCRdLvHC8RKtZ6YiwJJ897ILMrH84Nf5YfOUhcghd78-CI,True,False,2026-04-24T22:51:52.750912,Engagement Ring Purnima,PURNIMA,1987.000000,ring,women,simple,"4380,6071",AUD,10
100008,https://www.glamira.co.za/checkout/cart/configure/id/2253673/?alloy=yellow-585&stone3=blackdiamond,True,True,2026-04-24T22:52:11.929001,Engagement Ring Salerno,SALERNO,1791.000000,ring,women,simple,halo,USD,10
100009,https://www.glamira.co.uk/glamira-ring-serilda.html?diamond=ruby&stone2=diamond-Brillant&alloy=yellow-585,True,False,2026-04-24T22:52:08.013137,Engagement Ring Serilda,SERILDA,730.000000,ring,women,simple,exclusive,GBP,10
100010,https://www.glamira.com/glamira-ring-soria.html?stone2=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&alloy=red-750&diamond=browndiamond,True,False,2026-04-24T22:52:07.568498,GLAMIRA Ring Soria,Soria,6886.000000,ring,women,simple,premium,USD,10
100011,https://www.glamira.de/glamira-ring-trinetta.html?alloy=yellow-585&diamond=rhodolite&stone2=diamond-sapphire&itm_source=recommendation&itm_medium=sorting,True,False,2026-04-24T22:52:08.354223,Verlobungsring Trinetta,Trinetta,1186.000000,ring,women,simple,solitaire_pave,EUR,10
100012,https://www.glamira.de/glamira-ring-varese.html?utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion&diamond=sapphire&stone2=diamond-Brillant&alloy=white-platin,True,False,2026-04-24T22:52:10.454578,Verlobungsring Varese,VARESE,932.000000,ring,women,simple,side-stone,EUR,10
100013,https://www.glamira.be/fr/glamira-ring-velma.html?stone2=diamond-Brillant&alloy=red_white-750&diamond=yellowdiamond&gclid=EAIaIQobChMI_Nyn_cvn6QIV0Q_TCh0qLws_EAEYASABEgLuLPD_BwE,True,False,2026-04-24T22:52:13.096233,Bague de fiançailles Velma,VELMA,1041.000000,ring,women,simple,"4380,6071",EUR,10
100014,https://www.glamira.co.uk/glamira-ring-verona.html?alloy=white-silber&diamond=emerald&stone2=diamond-Brillant,True,False,2026-04-24T22:52:10.712762,Engagement Ring Verona,VERONA,806.000000,ring,women,simple,side-stone,GBP,10
