product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
104208,https://www.glamira.de/glamira-earring-lachelle.html?fbclid=IwAR0i7CmQRpZQWztzVEt7WtCrlLtDvG6_miCBI8nVi2trmScwHERnd6NWTEo,True,False,2026-04-25T00:51:51.474778,Damen ohrring Lachelle,lachelle,1055.000000,earring,women,simple,cabochon,EUR,10
104209,https://www.glamira.it/glamira-earring-lacrasha.html?diamond=sapphire-cabochon&alloy=yellow-750,True,False,2026-04-25T00:51:49.472974,Orecchino da donna Lacrasha,lacrasha,716.000000,earring,women,simple,cabochon,EUR,10
104210,https://www.glamira.it/glamira-earring-lacresia.html?alloy=white-585&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky&diamond=ruby-cabochon,True,False,2026-04-25T00:51:47.662854,Orecchino da donna Lacresia,lacresia,778.000000,earring,women,simple,cabochon,EUR,10
104211,https://www.glamira.at/glamira-earring-ladonya.html?fbclid=IwAR2MitHksdV-dp1k1vN790b8FOkw8ajiCTP82bPHq2QUrSqTC_koEDjsuHY,True,False,2026-04-25T00:51:50.308603,Damen ohrring Ladonya,ladonya,957.000000,earring,women,simple,cabochon,EUR,10
104212,https://www.glamira.com.au/glamira-earring-lakendria.html,True,False,2026-04-25T00:51:44.613548,Women's Earring Lakendria,lakendria,2500.000000,earring,women,simple,cabochon,AUD,10
104213,https://www.glamira.com.tr/glamira-earring-lislera.html?diamond=opal-cabochon&alloy=red-375&stone2=rhodolite&fbclid=IwAR106IlD-A_l6UxvjbYmZ0KiiXa6_rxGSs5tw3JKuGwEmQeosGHg-ubt04M,True,True,2026-04-25T00:51:56.093476,GLAMIRA Earring Lislera,lislera,1546.000000,earring,women,simple,cabochon,USD,10
104214,https://www.glamira.it/glamira-earring-loirane.html?diamond=sapphire-cabochon&stone2=diamond-Brillant&alloy=yellow-750,True,False,2026-04-25T00:51:50.593822,Orecchino da donna Loirane,loirane,573.000000,earring,women,simple,cabochon,EUR,10
104215,https://www.glamira.de/glamira-earring-lolicia.html?fbclid=IwAR2NbIaM-phRC5NWj7b_k80HEhUpGcsWi5pV5mrZkyv7oZde5Pdl3aL-y_I,True,False,2026-04-25T00:51:52.093873,Damen ohrring Lolicia,lolicia,1335.000000,earring,women,simple,cabochon,EUR,10
104216,https://www.glamira.bg/glamira-pendant-bilyana.html?fbclid=IwAR0Vqry3Syo7lcx4eTTStilkcaFNWUCtU_GmEkuor0NM84mNCIvIJjPcrhU,True,False,2026-04-25T00:51:59.390606,Дамска висулка Bilyana,bilyana,386.000000,pendant,women,simple,keys,EUR,10
104217,https://www.glamira.de/glamira-pendant-briyley.html?fbclid=IwAR27Xn3ISSGI_drdeB560jckC7StIm_5D1CKlu5Z9jFAXz6-H-URBY3Pnoo,True,False,2026-04-25T00:52:02.917193,Damen anhänger Briyley,briyley,389.000000,pendant,women,simple,infinity,EUR,10
104218,https://www.glamira.com.tr/glamira-pendant-bukata.html?alloy=white-585&diamond=ruby&stone2=diamond-Brillant&fbclid=IwAR0SPRwvCWIn5unlo-rKZ9UacFdSCNAbU6EYVWdSMon8sLoRuVXlP6-mpZg,True,True,2026-04-25T00:52:12.452759,GLAMIRA Necklace Bukata,Bukata,655.000000,pendant,women,simple,fashion,USD,10
104219,https://www.glamira.hr/glamira-pendant-chiara.html?fbclid=IwAR0oGRh-FE2g4jweUELqMwtsoyoMzGNiwJBxRBYCdwsSVh3O1WOw0jLOl2E,True,False,2026-04-25T00:52:04.970286,Ženski privjesak  Chiara,chiara,347.000000,pendant,women,simple,fashion,EUR,10
104220,https://www.glamira.co.uk/glamira-pendant-daivani.html?fbclid=IwAR2iLUgxzyvh5yvPwFhjQ2T_5CvlNd3d-d95krEBzsB65GowVm_-rJH2tWA,True,False,2026-04-25T00:52:05.159972,Women's Pendant Daivani,daivani,398.000000,pendant,women,simple,heart,GBP,10
104221,https://www.glamira.ca/glamira-pendant-dalianis.html?alloy=white-585&diamond=diamond-Swarovsky&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1EncmrM8rhgDAZZEqgEyrm8hRUOAAYF0tJn1jU2ah_T_SQ3I6L_J4m55s,True,False,2026-04-25T00:52:11.173277,Women's Pendant Dalianis,dalianis,947.000000,pendant,women,simple,design_solitaire,CAD,10
104222,https://www.glamira.co.uk/glamira-pendant-desirel.html?stone2=diamond-Swarovsky&itm_source=recommendation&itm_medium=sorting&alloy=yellow-585&diamond=diamond-Brillant,True,False,2026-04-25T00:52:08.517313,Women's Pendant Desirel,desirel,582.000000,pendant,women,simple,heart,GBP,10
104223,https://www.glamira.hr/glamira-pendant-ephermia.html?alloy=white-585&diamond=diamond-Brillant,True,False,2026-04-25T00:52:11.343196,Ženski privjesak  Ephermia,ephermia,550.000000,pendant,women,simple,angel,EUR,10
104224,https://www.glamira.ro/glamira-pendant-esmirna.html?alloy=white-585&diamond=rhodolite&stone2=diamond-sapphire&itm_source=recommendation&itm_medium=sorting,True,False,2026-04-25T00:52:13.976051,Pandantiv Dama Esmirna,esmirna,2994.000000,pendant,women,simple,infinity,RON,10
